id,nome,tipo_lixo,latitude,longitude,endereco
092,Administração Regional do Guará,pilhas,-15.825276094859172,-47.9755628,Guará II QE 25 - Guará
093,Pão de Açúcar Asa Norte,pilhas,-15.772826615562852,-47.875347515342554,Asa Norte EQN 404/405 s/n Bloco A - Asa Norte
094,Pão de Açúcar Gilberto Salomão,pilhas,-15.84534012314299,-47.89442506056135,St. de Habitações Individuais Sul Qi 05 Suis/Ci Conj F N 80 Subsolo - Centro
095,Pão de Açúcar Asa Sul,pilhas,-15.8276085756153,-47.9272122693149,Asa Sul Scrs 516 BL A Ljs 45/46 - Asa Sul
096,Ministério do Meio Ambiente,pilhas,-15.79832062572488,-47.87244272883562,Bloco B Eixo Monumental
097,Pão de Açúcar Guará,pilhas,-15.816134530956557,-47.98102605582181,Sria - Área Especial K N 02 - Guará
098,Sunsony Eletrônica,pilhas,-15.806359582870424,-48.06961364232872,Lote 25 Loja 1 Setor Qne 34 - Taguatinga
099,Pão de Açúcar Sudoeste,pilhas,-15.795811346013917,-47.93032018650692,St. Sudoeste Comércio Local Sudoeste 6 - Sudoeste
100,Pão de Açúcar Lago Norte,pilhas,-15.724904953508071,-47.87517066592221,SHIN Qi 02 AE A S/N - Lago Norte
101,Pão de Açúcar Águas Claras,pilhas,-15.842759807126004,-48.02334081349307,Q 206 - Águas Claras
102,Pão de Açúcar Asa Sul,pilhas,-15.819799748991317,-47.89455811392491,Asa Sul Entrequadra Sul 406/407 - Plano Piloto
103,Multicoisas Sudoeste,pilhas,-15.802783325051108,-47.928315228835636,Bloco B - Clsw - Quadra 104 - Cruzeiro
104,Multicoisas 108 Sul,pilhas,-15.815453016915152,-47.90267687116436,Asa Sul Comércio Local Sul 108 BL B - Asa Sul
105,Multicoisas 307 Norte,pilhas,-15.768120634786701,-47.887167298150516,SHCN CL Quadra 307 bloco C loja 20 SHCN
106,Multicoisas Águas Claras,pilhas,-15.840661196919386,-48.02294112883565,R. 19 Sul 16 - Lote Loja 03 - Águas Claras
107,Pão de Açúcar Asa Sul,pilhas,-15.820678992823762,-47.89812611377413,SHCS Superquadra Sul 407 Mc Asa Sul 309 S/N Bloco A - Plano Piloto
108,Administração Regional do Jardim Botânico,pilhas,-15.883939880049844,-47.8152787,Q. Eq3/5 0 - Jardim Botânico
109,Administração Regional do Lago Norte,pilhas,-15.72175953231857,-47.88136994232872,SOBRELOJA DECK NORTE CA 1 BLOCO A - Lago Norte
110,Administração Regional de Samambaia,pilhas,-15.88006579143767,-48.0863051,Centro Urbano Q. 302 - Samambaia
111,Administração Regional do Gama,pilhas,-16.01588409593846,-48.06462522883564,Área Especial s/n - Gama
112,Administração Regional de Riacho Fundo,pilhas,-15.883824956633978,-48.01878738650692,Riacho Fundo CLN 7 Bl A B s/n - Riacho Fundo
113,Associação Brasiliense de Construtores (ASBRACO),pilhas,-15.79973214503157,-47.969703930685114,Sia Tr 4 lt 2000 c Bs N - SIA
114,Casas Bahia Gama,pilhas,-16.018490223206193,-48.06578525767128,Sigla Projeção 9 Não Tem - Gama
115,Casas Bahia Planaltina,pilhas,-15.618243114519098,-47.65222292883564,St. de Hotéis e Diversões 07/08/09 - Planaltina
116,Casas Bahia Recanto das Emas,pilhas,-15.90308569953528,-48.06620246137022,103 Q 103 Conjunto 16 - Recanto das Emas
117,Casas Bahia Santa Maria,pilhas,-16.00584488857642,-48.00022577116436,Avenida Alagado Cl114 - Santa Maria
118,Drogasil Samambaia,pilhas,-15.872075024508964,-48.06735898650692,QN 314 Conjunto 1 LT.1 - 1ºANDAR - Samambaia
119,Drogaria Pacheco Sudoeste,pilhas,-15.800523911518045,-47.9259736865089,Bloco B - Q Clsw 303 Primeira Avenida S/N Brasília - DF
120,Dogaria São Paulo/Pacheco Sudoeste,pilhas,-15.79772153304465,-47.92576301534138,Q CLSW 300B BLOCO 4 LJ 5/6/7 E 8 TERREO Brasília - DF
121,Drogasil Águas Claras,pilhas,-15.828604891783053,-48.01099031349166,Q. 301 Rua A Conjunto 2 - Águas Claras
122,Drogasil Asa Norte,pilhas,-15.738657794684267,-47.888751728836105,Asa Norte Comércio Local Norte 215 Terreo A Norte - Asa Norte
123,Drogasil Asa Norte,pilhas,-15.783314122989974,-47.882742236769396,Asa Norte Superquadra Norte 102 - Asa Norte
124,Drogasil Asa Sul,pilhas,-15.822261708579255,-47.90112674232776,Setor de habitações coletivas sul Comércio Local Sul 408 loja 35 Quadra 102 Bloco C - Asa Sul
125,Drogasil Asa Sul,pilhas,-15.822705231386566,-47.91342941534446,Setor de habitações coletivas sul Comércio Local Sul 111 6 - Asa Sul
126,Drogasil Plano Piloto,pilhas,-15.830833193376522,-47.92433002883612,St.Habitações Coletivas Sul S/N
127,Drogasil Asa Norte,pilhas,-15.768417873587318,-47.887199355819426,Setor de Habitações Coletivas Norte CL Quadra 307 Bloco C loja 12 - Asa Norte
128,Drogasil Asa Norte,pilhas,-15.762813192650704,-47.889649826983316,SHC/ NORTE CL Loja 53 63 terreo e loja 66 subsolo - Asa Norte
129,Drogasil Asa Sul,pilhas,-15.826344845913699,-47.92323227116388,Setor de habitações coletivas sul loja 34 QUADRA 314 - Asa Sul
130,Drogasil Asa Norte,pilhas,-15.743543899400384,-47.89500178465554,Asa Norte Comércio Local Norte 315 - Asa Norte
131,Drogasil Águas Claras,pilhas,-15.84050818628798,-48.021354342327776,SUL A CLARAS - Av. das Araucárias 1605 - Lote 1605 Loja 3 - Terreo
132,Drogasil Águas Claras,pilhas,-15.835307496576798,-48.017533084655554,RUA DAS PITANGUEIRAS L1 - RUA ALECRIM L2 LOJA 11/12 1 R. Alecrim 2 - Loja 11 e 12 - terreo
133,Drogasil Ceilândia,pilhas,-15.814678018331009,-48.10070844232778,St. M QNM 18 - Ceilândia
134,Drogasil Ceilândia,pilhas,-15.819501038063702,-48.10981225581944,Setor QNN 1 Lote 03 - Ceilândia
135,Drogasil Asa Sul,pilhas,-15.817373070834607,-47.916549615344444,SETOR HOSPITALAR LOCAL SUL Quadra 716 5 loja 15 e 16 - Asa Sul
136,Drogasil Taguatinga,pilhas,-15.83836827725383,-48.053691928836116,St. B Sul Csb 6 Blocos a Ao d Lotes 1/2 Lote 1 2 Loja 5 - Taguatinga
137,Drogasil Gama,pilhas,-16.025391750062937,-48.06949614418056,St. Sul Q 1 Residencial Conjunto G - Gama
138,Drogasil Lago Sul,pilhas,-15.846463377974437,-47.895214613491675,Shis Eqi 5/7 Módulo c S/N QI 5 Loja 38 Terreo Sobreloja 37 - lago azul
139,Drogasil Guará,pilhas,-15.82095095352164,-47.980984886508345,Guará I QE 11 Conj. U - Guará
140,Drogasil Núcleo Bandeirante,pilhas,-15.868167720170627,-47.96508071534445,AV NB AV CENTRAL 487 e 493 Loja 1 e 2 - Núcleo Bandeirante
141,Drogasil Guará,pilhas,-15.8335154212241,-47.95495461349167,SMAS Trecho 1 Park shopping Loja 232 - Guará
142,Drogasil Asa Sul,pilhas,-15.795243449388666,-47.89174998465554,Scs Quadra 7 Bloco a S/N Quadra 7 Bloco A Loja 1 T Terreo Parte Loja T 51 e T 52 - Asa Sul
143,Drogasil Planaltina,pilhas,-15.620980879172794,-47.658086999999995,St. Tradicional Setor Tradicional Lote 6 - Planaltina
144,Drogasil Taguatinga,pilhas,-15.833472955902016,-48.05590979999999,St. Central loja 1 - taguatinga centro
145,Drogasil Asa Norte,pilhas,-15.75020945383014,-47.89292661349165,Asa Norte CLN 312 BL C Loja 03 Terreo - Asa Norte
146,Drogasil Taguatinga,pilhas,-15.833493599441981,-48.055866884655536,St. Central loja 1 - taguatinga centro
147,Drogasil Lago Sul,pilhas,-15.835526631761338,-47.867206628836115,St. de Habitações Individuais Sul QI 11 Loja 46 BLOCO O1 - Lago Sul
148,Drogasil Asa Sul,pilhas,-15.817455651559001,-47.916678361377805,SETOR HOSPITALAR LOCAL SUL Quadra 716 5 loja 15 e 16 - Asa Sul
149,Drogasil Samambaia,pilhas,-15.871997626024381,-48.06730534232777,QN 314 Conjunto 1 LT.1 - 1ºANDAR - Samambaia
150,Drogasil Samambaia,pilhas,-15.86411063450249,-48.07950344418058,QN 208 Lojas 03 e 04 - Samambaia
151,Drogasil Asa Sul,pilhas,-15.8222926756062,-47.90114819999999,Setor de habitações coletivas sul Comércio Local Sul 408 loja 35 Quadra 102 Bloco C - Asa Sul
152,Drogasil Sudoeste/Octagonal,pilhas,-15.80323823382956,-47.929161713491666,St. Sudoeste Superquadra Sudoeste 104 - Sudoeste/Octogonal
153,Drogasil Sudoeste/Octagonal,pilhas,-15.798976776525931,-47.923312644180555,SHC/SW CLSW 302 Bloco B - Loja 6 Térreo
154,Drogasil Taguatinga,pilhas,-15.822493975801473,-48.06568308465555,St. C Norte CNC 3 loja 1 - Taguatinga
155,Drogasil Águas Claras,pilhas,-15.840528829108925,-48.021300698147215,SUL A CLARAS - Av. das Araucárias 1605 - Lote 1605 Loja 3 - Terreo
156,Drogasil Águas Claras,pilhas,-15.834476109138796,-48.03692451534445,R. 36 Norte 2 - Águas Claras
